word1,word2,SimLex999,POS,emb1,emb2,similarity_score
appel,saus,1.34,N,"tensor([21.5004, -0.5343, 44.9585,  ..., 25.2443, 15.3669, 22.0832])","tensor([24.1909, -0.4854, 37.0218,  ..., 23.7663, 13.2870, 19.0461])",0.9958506
kip,steak,2.53,N,"tensor([24.5076, -0.2486, 33.2875,  ..., 20.7115, 12.8162, 16.4355])","tensor([20.8739, -0.2572, 29.5983,  ..., 19.2786, 11.3816, 15.7174])",0.9942391
auto,slang,1.38,N,"tensor([25.0211, -0.1958, 29.5295,  ..., 16.9361, 12.3915, 15.2162])","tensor([23.6449, -0.2257, 32.8833,  ..., 18.6060, 12.0877, 15.8649])",0.98939097
tabak,sigaret,5.7,N,"tensor([17.7405, -0.2070, 24.8059,  ..., 15.5101, 11.6449, 12.3806])","tensor([23.6763, -0.2806, 34.0926,  ..., 19.1623, 12.8709, 17.3330])",0.9884623
student,professor,2.5,N,"tensor([38.3787, -0.4278, 46.2946,  ..., 26.6873, 16.0045, 23.4016])","tensor([22.5017, -0.5698, 47.2673,  ..., 27.2305, 16.0137, 23.1188])",0.997704
baby,dochter,3.88,N,"tensor([28.8388, -0.3395, 36.5166,  ..., 21.5166, 13.5353, 19.2627])","tensor([40.1934, -0.4441, 47.2345,  ..., 28.7050, 15.9311, 24.3605])",0.9953396
pijp,sigaar,3.37,N,"tensor([20.1035, -0.2486, 28.2003,  ..., 17.8627, 14.2780, 13.9299])","tensor([16.4140, -0.2428, 23.0241,  ..., 12.7516, 10.3522, 10.8335])",0.98632467
melk,sap,2.51,N,"tensor([27.3923, -0.4019, 43.9906,  ..., 27.8425, 13.9444, 21.8050])","tensor([19.8275, -0.4697, 43.9289,  ..., 26.1594, 15.2223, 21.6948])",0.99821377
doos,sigaar,2.81,N,"tensor([22.8285, -0.2559, 30.0468,  ..., 19.3013, 13.0635, 16.0184])","tensor([16.4140, -0.2428, 23.0241,  ..., 12.7516, 10.3522, 10.8335])",0.983535
appartement,hotel,3.4,N,"tensor([36.2719, -0.1942, 41.8967,  ..., 23.8294, 13.7934, 20.7334])","tensor([25.9153, -0.1735, 35.6399,  ..., 20.3175, 12.9133, 18.2665])",0.99544626
beker,wafel,1.15,N,"tensor([19.7420, -0.2480, 27.2182,  ..., 13.0977, 11.3092, 13.2913])","tensor([21.2298, -0.3438, 29.9116,  ..., 18.2252, 12.5039, 15.1422])",0.9936527
paard,os,3.55,N,"tensor([18.7568, -0.1176, 25.3797,  ..., 14.8750, 11.1299, 12.0691])","tensor([35.0219, -0.2937, 41.3104,  ..., 25.0600, 14.5575, 20.6888])",0.9794838
keel,neus,3.25,N,"tensor([22.6638, -0.3682, 36.2917,  ..., 20.6578, 13.1781, 18.2210])","tensor([24.1762, -0.4091, 33.3331,  ..., 23.7030, 13.4790, 17.8744])",0.9911896
botten,tanden,1.52,N,"tensor([27.7661, -0.4829, 37.8716,  ..., 24.2549, 13.7756, 20.4213])","tensor([20.0823, -0.2008, 26.5219,  ..., 15.5804, 11.8962, 13.4647])",0.9925413
botten,elleboog,2.77,N,"tensor([27.7661, -0.4829, 37.8716,  ..., 24.2549, 13.7756, 20.4213])","tensor([16.4161, -0.2666, 24.3760,  ..., 16.0871, 10.9296, 12.6460])",0.9898227
spek,boon,1.68,N,"tensor([34.3338, -0.3051, 40.7394,  ..., 24.1129, 14.0636, 20.4376])","tensor([22.9864, -0.3269, 32.7849,  ..., 21.3016, 13.6295, 16.3784])",0.99027437
beker,pot,3.85,N,"tensor([19.7420, -0.2480, 27.2182,  ..., 13.0977, 11.3092, 13.2913])","tensor([26.5291, -0.3081, 35.8502,  ..., 21.7823, 12.9117, 17.9764])",0.9912031
bewijs,feit,7.06,N,"tensor([17.8212, -0.3188, 25.2303,  ..., 13.9904, 11.3584, 12.3822])","tensor([24.6324, -0.3141, 36.5808,  ..., 22.2705, 12.5873, 18.0912])",0.9863262
overeenkomst,afspraak,7.37,N,"tensor([17.5870, -0.3995, 39.5943,  ..., 23.7222, 12.1183, 19.0280])","tensor([31.7024, -0.1808, 39.2487,  ..., 22.2670, 14.4471, 19.0387])",0.99472386
verjaardag,jaar,4.39,N,"tensor([27.6768, -0.4532, 37.3519,  ..., 21.4653, 14.4222, 20.1856])","tensor([23.9206, -0.4874, 46.3717,  ..., 28.3095, 14.5744, 23.0176])",0.99394983
woord,referentie,2.07,N,"tensor([21.5581, -0.0550, 23.7840,  ..., 11.9229, 10.5528, 11.1453])","tensor([15.4412, -0.2212, 21.9014,  ..., 13.8318, 10.3383, 11.1500])",0.9890483
auteur,maker,5.08,N,"tensor([22.8777, -0.2595, 29.5994,  ..., 16.6436, 13.4318, 14.2975])","tensor([10.9474, -0.2355, 29.1731,  ..., 17.1707, 11.4136, 13.3537])",0.98948824
atoom,koolstof,2.26,N,"tensor([20.0782, -0.2099, 27.3875,  ..., 16.8068, 10.2641, 14.4020])","tensor([19.6667, -0.3542, 29.3933,  ..., 18.4029, 11.1735, 14.8960])",0.99304074
aartsbisschop,bisschop,6.76,N,"tensor([16.2830, -0.3748, 25.4810,  ..., 16.8756, 10.6473, 13.1254])","tensor([18.3815, -0.2146, 24.6539,  ..., 14.2500, 12.6706, 12.5375])",0.99135286
brief,paragraaf,1.76,N,"tensor([17.8487, -0.2132, 32.9713,  ..., 19.8373, 12.3619, 16.4725])","tensor([19.9149, -0.2166, 26.2793,  ..., 15.0443, 11.3844, 13.4766])",0.9929678
pagina,paragraaf,3.08,N,"tensor([25.8850, -0.3467, 34.5054,  ..., 19.8981, 13.1467, 17.4062])","tensor([19.9149, -0.2166, 26.2793,  ..., 15.0443, 11.3844, 13.4766])",0.99238235
kerktoren,kapel,4.07,N,"tensor([21.7932, -0.6441, 46.4232,  ..., 29.8935, 14.8696, 23.8596])","tensor([19.8512, -0.0556, 22.7185,  ..., 12.1749, 10.1991, 11.0084])",0.9798363
spier,botten,1.81,N,"tensor([17.6095, -0.2124, 24.1528,  ..., 14.8992, 10.7241, 12.2579])","tensor([27.7661, -0.4829, 37.8716,  ..., 24.2549, 13.7756, 20.4213])",0.9908448
spier,tong,4.5,N,"tensor([17.6095, -0.2124, 24.1528,  ..., 14.8992, 10.7241, 12.2579])","tensor([23.4623, -0.3929, 32.8743,  ..., 21.2576, 12.2513, 17.0760])",0.991331
jongen,soldaat,1.51,N,"tensor([20.2600, -0.3505, 27.8980,  ..., 18.3563, 12.0481, 14.3791])","tensor([16.6692, -0.2912, 23.5367,  ..., 13.5156, 11.1682, 11.8711])",0.99140924
buik,onderbuik,5.32,N,"tensor([18.6574, -0.2833, 26.8131,  ..., 17.5596, 10.2860, 13.5761])","tensor([14.5209, -0.3003, 29.1921,  ..., 19.8002, 11.0501, 14.6443])",0.9955269
kerel,meisje,1.14,N,"tensor([19.5979, -0.1811, 24.6475,  ..., 13.7924,  9.9999, 12.3614])","tensor([17.1227, -0.4356, 40.9437,  ..., 23.4022, 13.5543, 19.5615])",0.98999274
bed,stoel,2.07,N,"tensor([21.2484, -0.0406, 23.4908,  ..., 13.8486,  9.9246, 11.8542])","tensor([15.5252, -0.2851, 32.0379,  ..., 19.3457, 11.3463, 15.9688])",0.9932321
kleding,mantel,2.4,N,"tensor([20.6287, -0.2498, 28.2298,  ..., 16.0004, 11.3002, 13.6142])","tensor([17.7283, -0.4588, 40.4520,  ..., 24.4787, 12.8446, 19.9815])",0.99240935
pistool,mes,1.85,N,"tensor([16.9340, -0.0880, 19.8658,  ..., 11.7478, 10.1052,  9.5324])","tensor([25.8638, -0.1473, 25.5766,  ..., 15.6809, 11.0235, 13.1471])",0.98115015
blik,metaal,3.5,N,"tensor([34.7101, -0.3310, 40.2360,  ..., 24.0569, 14.1024, 20.4103])","tensor([18.4401, -0.2693, 25.3916,  ..., 14.2351, 10.5524, 12.8246])",0.9904881
fles,container,2.75,N,"tensor([13.4061, -0.3359, 32.4149,  ..., 22.0632, 11.0483, 15.6989])","tensor([35.6998, -0.1824, 40.8394,  ..., 22.7647, 13.9901, 20.2449])",0.99497294
kip,kalkoen,6.03,N,"tensor([24.5076, -0.2486, 33.2875,  ..., 20.7115, 12.8162, 16.4355])","tensor([19.8125, -0.3977, 29.4021,  ..., 19.9783, 11.5356, 15.6240])",0.9949041
vlees,broodje,1.7,N,"tensor([35.8004, -0.3048, 42.7537,  ..., 25.0305, 15.1329, 21.3571])","tensor([18.5240, -0.2390, 25.2100,  ..., 16.1095,  9.8145, 13.4097])",0.99006593
arm,botten,3.09,N,"tensor([17.4420, -0.2965, 37.8991,  ..., 22.4461, 13.0824, 18.2898])","tensor([27.7661, -0.4829, 37.8716,  ..., 24.2549, 13.7756, 20.4213])",0.9953212
hals,ruggengraat,2.86,N,"tensor([18.8182, -0.2179, 25.6366,  ..., 17.3580, 11.4194, 12.7878])","tensor([20.5011, -0.4566, 33.7670,  ..., 22.7565, 11.8185, 17.5285])",0.9910777
appel,citroen,4.03,N,"tensor([21.5004, -0.5343, 44.9585,  ..., 25.2443, 15.3669, 22.0832])","tensor([19.5219, -0.5097, 40.5907,  ..., 26.0134, 14.2364, 20.8357])",0.9967297
lijden,verdriet,6.83,N,"tensor([19.5277, -0.2376, 27.7580,  ..., 15.0271, 11.8616, 13.6468])","tensor([19.5930, -0.3825, 30.8690,  ..., 20.1739, 10.8718, 16.8756])",0.9895013
opdracht,taak,7.77,N,"tensor([33.9652, -0.1899, 42.3795,  ..., 22.9816, 14.8692, 20.4888])","tensor([35.0465, -0.2867, 40.0115,  ..., 23.0426, 14.1195, 19.6579])",0.9974222
nacht,dageraad,2.97,N,"tensor([27.7525, -0.3330, 40.8272,  ..., 23.9517, 13.5400, 20.6436])","tensor([19.0161, -0.1999, 24.7625,  ..., 13.8434, 11.2717, 12.0878])",0.9899664
diner,soep,2.7,N,"tensor([20.9324, -0.2166, 27.9456,  ..., 17.5216, 10.6123, 14.7877])","tensor([23.0497, -0.3234, 32.4558,  ..., 22.6114, 13.6534, 17.1884])",0.99414974
kalf,stier,4.71,N,"tensor([20.6899, -0.2018, 26.9404,  ..., 16.5453, 13.6523, 13.5258])","tensor([20.0897, -0.1719, 25.8263,  ..., 16.6750,  9.4630, 13.6471])",0.9894994
sneeuw,storm,3.3,N,"tensor([36.9249, -0.3003, 42.4856,  ..., 24.4052, 14.5064, 21.5897])","tensor([24.0187, -0.1952, 28.3798,  ..., 16.6584, 11.4017, 14.7120])",0.9908992
nagel,hand,2.84,N,"tensor([21.3425, -0.2448, 29.7564,  ..., 17.9882, 11.1431, 15.1458])","tensor([26.8213, -0.5293, 37.4150,  ..., 25.0725, 14.5729, 20.2010])",0.99076974
hond,paard,2.16,N,"tensor([21.7503, -0.0448, 23.1284,  ..., 12.4904, 10.0120, 10.9327])","tensor([18.7568, -0.1176, 25.3797,  ..., 14.8750, 11.1299, 12.0691])",0.9841191
arm,hals,2.97,N,"tensor([17.4420, -0.2965, 37.8991,  ..., 22.4461, 13.0824, 18.2898])","tensor([18.8182, -0.2179, 25.6366,  ..., 17.3580, 11.4194, 12.7878])",0.9912991
kogel,kanon,4.96,N,"tensor([20.5060, -0.2444, 27.2349,  ..., 16.7614, 10.6797, 13.6426])","tensor([20.8856, -0.3192, 29.8152,  ..., 18.3752, 12.9058, 15.3313])",0.99401563
griep,koorts,5.13,N,"tensor([20.2775, -0.3179, 28.2677,  ..., 18.4353, 10.7793, 14.5896])","tensor([17.6616, -0.1520, 22.3309,  ..., 14.4794,  8.8679, 11.1114])",0.9914341
vergoeding,salaris,5.51,N,"tensor([19.2460, -0.3970, 39.0858,  ..., 23.3174, 12.6234, 19.3390])","tensor([19.1992, -0.1256, 24.8869,  ..., 15.2223, 11.2826, 12.4725])",0.9914827
zenuw,hersenen,4.09,N,"tensor([16.6923, -0.2220, 22.7240,  ..., 13.5311,  9.8763, 11.2491])","tensor([21.6115, -0.4591, 33.3003,  ..., 21.7121, 12.9382, 17.6842])",0.98781204
beest,dier,8.59,N,"tensor([21.6282, -0.2834, 29.7629,  ..., 19.1222, 11.2368, 15.5509])","tensor([19.7333, -0.2515, 26.5655,  ..., 16.7449, 11.0824, 14.0479])",0.993641
diner,kip,1.88,N,"tensor([20.9324, -0.2166, 27.9456,  ..., 17.5216, 10.6123, 14.7877])","tensor([24.5076, -0.2486, 33.2875,  ..., 20.7115, 12.8162, 16.4355])",0.99488324
meisje,dienstmeisje,1.93,N,"tensor([17.1227, -0.4356, 40.9437,  ..., 23.4022, 13.5543, 19.5615])","tensor([16.2318, -0.4656, 26.8400,  ..., 16.7285, 10.7965, 14.3400])",0.9913125
kind,jongen,3.69,N,"tensor([32.1683, -0.1810, 40.4828,  ..., 22.2465, 14.3653, 19.4824])","tensor([20.2600, -0.3505, 27.8980,  ..., 18.3563, 12.0481, 14.3791])",0.9853712
alcohol,wijn,3.94,N,"tensor([26.5526, -0.2261, 37.5088,  ..., 22.5715, 14.0857, 19.0036])","tensor([28.1218, -0.4266, 39.9419,  ..., 21.0816, 14.1948, 19.7124])",0.99389404
neus,mond,3.94,N,"tensor([24.1762, -0.4091, 33.3331,  ..., 23.7030, 13.4790, 17.8744])","tensor([ 3.7534, -0.4829, 43.2435,  ..., 26.3349, 13.2673, 19.7665])",0.98730767
weg,steeg,3.54,N,"tensor([35.2554, -0.2574, 40.1325,  ..., 23.7217, 14.0075, 20.1224])","tensor([15.1970, -0.3795, 35.2043,  ..., 22.2067, 10.7835, 17.5612])",0.9939052
bel,deur,2.09,N,"tensor([20.6571, -0.0905, 21.4045,  ..., 11.7596,  9.6305, 10.2273])","tensor([23.4107, -0.4092, 33.9701,  ..., 22.0681, 11.4706, 17.1158])",0.9855237
doos,hoed,0.93,N,"tensor([22.8285, -0.2559, 30.0468,  ..., 19.3013, 13.0635, 16.0184])","tensor([19.1023, -0.2334, 27.0846,  ..., 16.1025, 10.7594, 13.8800])",0.9935852
geloof,indruk,2.04,N,"tensor([25.0033, -0.2912, 30.9402,  ..., 17.2228, 12.4791, 15.5281])","tensor([20.4848, -0.1841, 27.6476,  ..., 17.5581, 11.8942, 13.5494])",0.99314094
vooroordeel,mening,4.34,N,"tensor([17.4056, -0.5292, 40.4739,  ..., 25.3541, 13.5837, 20.2145])","tensor([22.6886, -0.1425, 28.4647,  ..., 16.0140, 11.4810, 13.6546])",0.9899385
aandacht,bewustzijn,5.36,N,"tensor([34.5472, -0.2889, 40.9308,  ..., 24.8245, 14.3447, 20.7737])","tensor([22.3747, -0.5707, 37.1217,  ..., 22.7868, 13.7309, 19.7756])",0.9909149
woede,stemming,2.17,N,"tensor([18.2418, -0.2657, 26.2486,  ..., 15.1637, 11.9973, 13.0743])","tensor([16.6487, -0.3583, 37.5794,  ..., 22.8722, 12.3930, 18.5947])",0.9893748
elegantie,stijl,6.35,N,"tensor([18.0012, -0.2105, 24.0185,  ..., 15.5131, 10.8407, 12.1048])","tensor([18.6778, -0.0617, 22.4812,  ..., 11.4570, 10.3699, 10.2861])",0.9853235
schoonheid,leeftijd,1.31,N,"tensor([17.1430, -0.1309, 23.1646,  ..., 13.1072,  9.1788, 11.2608])","tensor([18.1340, -0.3868, 38.6014,  ..., 22.5544, 12.7558, 18.3720])",0.992847
boek,thema,3.06,N,"tensor([37.9573, -0.3813, 45.0609,  ..., 27.2901, 15.5794, 22.9110])","tensor([25.9929, -0.4166, 36.8398,  ..., 21.1782, 14.6329, 19.0790])",0.9947635
vriend,moeder,1.78,N,"tensor([28.2194, -0.3105, 38.7789,  ..., 21.5508, 13.6061, 19.2505])","tensor([34.9042, -0.1977, 40.2243,  ..., 22.9375, 14.2053, 20.1105])",0.997694
vitamine,ijzer,2.42,N,"tensor([24.2669, -0.1040, 30.7266,  ..., 18.9792, 12.2153, 15.7447])","tensor([19.8527, -0.2967, 30.1597,  ..., 18.4221, 13.7738, 15.3984])",0.9886234
auto,fabriek,1.74,N,"tensor([25.0211, -0.1958, 29.5295,  ..., 16.9361, 12.3915, 15.2162])","tensor([29.9403, -0.3101, 38.0990,  ..., 22.7563, 13.1183, 19.3573])",0.9877007
verdrag,overeenkomst,8.48,N,"tensor([16.5373, -0.2206, 23.5494,  ..., 13.4386,  9.3067, 11.5714])","tensor([17.5870, -0.3995, 39.5943,  ..., 23.7222, 12.1183, 19.0280])",0.9926884
hoofdstuk,keuze,1.44,N,"tensor([23.9144, -0.3308, 33.8494,  ..., 21.4795, 13.6489, 17.3824])","tensor([21.1389, -0.3832, 41.6470,  ..., 25.4374, 13.3907, 20.5308])",0.9940209
rekenkunde,ritme,2.42,N,"tensor([16.8277, -0.2604, 25.1896,  ..., 14.9763, 10.0462, 12.7323])","tensor([19.2762, -0.3721, 38.7215,  ..., 23.9549, 13.2331, 19.3321])",0.991097
winnaar,aanwezigheid,1.64,N,"tensor([23.1280, -0.2581, 28.9824,  ..., 16.9059, 12.5184, 14.5570])","tensor([19.1559, -0.2550, 26.3675,  ..., 15.5493, 10.1868, 12.8820])",0.9940445
geloof,bloem,1.43,N,"tensor([25.0033, -0.2912, 30.9402,  ..., 17.2228, 12.4791, 15.5281])","tensor([21.6124, -0.1398, 27.4616,  ..., 15.4473, 10.9705, 13.0638])",0.9913793
winnaar,doel,2.79,N,"tensor([23.1280, -0.2581, 28.9824,  ..., 16.9059, 12.5184, 14.5570])","tensor([38.0513, -0.3540, 44.2256,  ..., 24.5779, 15.3897, 22.1776])",0.9929855
truc,maat,1.32,N,"tensor([19.7094, -0.1473, 26.9372,  ..., 15.1775, 11.5099, 12.6086])","tensor([25.1913, -0.3506, 34.4290,  ..., 21.2961, 12.3006, 17.2483])",0.98731005
keuze,neiging,1.98,N,"tensor([21.1389, -0.3832, 41.6470,  ..., 25.4374, 13.3907, 20.5308])","tensor([17.2155, -0.1247, 21.7707,  ..., 12.0889,  8.6324, 11.0078])",0.991543
volkslied,verovering,1.36,N,"tensor([22.6450, -0.5445, 35.6980,  ..., 25.0918, 12.4254, 18.8421])","tensor([19.0518, -0.3405, 29.0525,  ..., 18.8230, 11.7608, 15.0599])",0.9899903
uithoudingsvermogen,muziekgroep,0.87,N,"tensor([23.1925, -0.6615, 40.0502,  ..., 26.1016, 13.5604, 20.5833])","tensor([24.6190, -0.5938, 38.1138,  ..., 22.1434, 14.2677, 20.1111])",0.9894845
gevangenis,keuze,0.98,N,"tensor([19.7025, -0.2330, 26.5166,  ..., 15.4300, 11.1146, 12.7246])","tensor([21.1389, -0.3832, 41.6470,  ..., 25.4374, 13.3907, 20.5308])",0.9893861
conditie,jongen,0.98,N,"tensor([18.3005, -0.2968, 24.6803,  ..., 16.1391,  9.8407, 13.0064])","tensor([20.2600, -0.3505, 27.8980,  ..., 18.3563, 12.0481, 14.3791])",0.99035966
bloem,volharding,1.55,N,"tensor([21.6124, -0.1398, 27.4616,  ..., 15.4473, 10.9705, 13.0638])","tensor([18.2695, -0.2496, 26.9724,  ..., 18.4827, 11.5677, 13.7385])",0.9899438
gat,overeenkomst,0.78,N,"tensor([15.7694, -0.3420, 36.8235,  ..., 22.4637, 12.7463, 17.7678])","tensor([17.5870, -0.3995, 39.5943,  ..., 23.7222, 12.1183, 19.0280])",0.9960287
dokter,temperament,1.47,N,"tensor([27.1885, -0.5461, 39.9574,  ..., 21.5657, 13.9952, 20.1583])","tensor([23.9220, -0.1806, 29.5862,  ..., 17.3705, 10.2665, 15.1633])",0.9919301
broederschap,deur,1.85,N,"tensor([14.3461, -0.4429, 34.2959,  ..., 20.6752, 12.2532, 16.7527])","tensor([23.4107, -0.4092, 33.9701,  ..., 22.0681, 11.4706, 17.1158])",0.99532264
taak,vrouw,1.48,N,"tensor([35.0465, -0.2867, 40.0115,  ..., 23.0426, 14.1195, 19.6579])","tensor([21.6145, -0.1429, 25.1298,  ..., 14.1508, 10.6355, 12.2193])",0.9905479
broederschap,honkbal,1.5,N,"tensor([14.3461, -0.4429, 34.2959,  ..., 20.6752, 12.2532, 16.7527])","tensor([20.3238, -0.2270, 28.5545,  ..., 18.5689, 11.4646, 14.7007])",0.990935
cent,maat,1.2,N,"tensor([17.9707, -0.1274, 22.7186,  ..., 12.5009, 10.1873, 10.7017])","tensor([25.1913, -0.3506, 34.4290,  ..., 21.2961, 12.3006, 17.2483])",0.9799996
aanwezigheid,deur,1.02,N,"tensor([19.1559, -0.2550, 26.3675,  ..., 15.5493, 10.1868, 12.8820])","tensor([23.4107, -0.4092, 33.9701,  ..., 22.0681, 11.4706, 17.1158])",0.9909817
muis,beheer,0.82,N,"tensor([18.0063, -0.2521, 25.1811,  ..., 16.4689, 11.5157, 12.4477])","tensor([24.0817, -0.2796, 31.9023,  ..., 18.9587, 11.1800, 15.9929])",0.9883791
taak,snelweg,0.94,N,"tensor([35.0465, -0.2867, 40.0115,  ..., 23.0426, 14.1195, 19.6579])","tensor([18.6389, -0.2191, 26.8728,  ..., 16.4899,  9.8992, 13.3671])",0.9938665
likeur,eeuw,1.26,N,"tensor([18.9803, -0.1258, 22.5966,  ..., 14.7849,  9.2118, 11.3652])","tensor([20.1573, -0.1099, 22.7553,  ..., 11.3204, 10.5885, 10.8652])",0.9845715
taak,rietje,0.83,N,"tensor([35.0465, -0.2867, 40.0115,  ..., 23.0426, 14.1195, 19.6579])","tensor([19.9460, -0.2605, 26.1613,  ..., 17.2712, 10.4818, 13.4040])",0.99244106
eiland,taak,0.8,N,"tensor([25.8150, -0.2619, 33.9141,  ..., 17.7323, 13.2204, 16.8879])","tensor([35.0465, -0.2867, 40.0115,  ..., 23.0426, 14.1195, 19.6579])",0.98967516
nacht,hoofdstuk,1.2,N,"tensor([27.7525, -0.3330, 40.8272,  ..., 23.9517, 13.5400, 20.6436])","tensor([23.9144, -0.3308, 33.8494,  ..., 21.4795, 13.6489, 17.3824])",0.9936083
vervuiling,president,0.88,N,"tensor([17.5869, -0.2840, 25.8612,  ..., 16.8963, 11.6894, 13.5587])","tensor([18.7577, -0.4344, 38.6075,  ..., 22.6127, 13.6182, 19.2667])",0.989782
pistool,truc,0.94,N,"tensor([16.9340, -0.0880, 19.8658,  ..., 11.7478, 10.1052,  9.5324])","tensor([19.7094, -0.1473, 26.9372,  ..., 15.1775, 11.5099, 12.6086])",0.99003434
bad,truc,1.06,N,"tensor([30.8544, -0.2464, 37.9788,  ..., 22.7768, 13.1851, 19.0977])","tensor([19.7094, -0.1473, 26.9372,  ..., 15.1775, 11.5099, 12.6086])",0.99134725
dieet,appel,1.72,N,"tensor([24.6333, -0.4564, 35.5531,  ..., 24.7060, 12.8729, 18.7937])","tensor([21.5004, -0.5343, 44.9585,  ..., 25.2443, 15.3669, 22.0832])",0.9943238
cent,vrouw,1.08,N,"tensor([17.9707, -0.1274, 22.7186,  ..., 12.5009, 10.1873, 10.7017])","tensor([21.6145, -0.1429, 25.1298,  ..., 14.1508, 10.6355, 12.2193])",0.99402755
hoofdstuk,staart,2.09,N,"tensor([23.9144, -0.3308, 33.8494,  ..., 21.4795, 13.6489, 17.3824])","tensor([17.0469, -0.2101, 24.6074,  ..., 15.5643, 10.2084, 12.2024])",0.9914245
cursus,buik,0.72,N,"tensor([23.8539, -0.4144, 43.5777,  ..., 25.5290, 14.5768, 21.0870])","tensor([18.6574, -0.2833, 26.8131,  ..., 17.5596, 10.2860, 13.5761])",0.99070907
volkslied,rietje,0.87,N,"tensor([22.6450, -0.5445, 35.6980,  ..., 25.0918, 12.4254, 18.8421])","tensor([19.9460, -0.2605, 26.1613,  ..., 17.2712, 10.4818, 13.4040])",0.99249965
tandarts,kolonel,0.7,N,"tensor([16.6731, -0.1941, 23.2996,  ..., 12.8683, 11.1267, 11.7314])","tensor([22.3328, -0.3805, 33.6382,  ..., 20.6905, 12.8642, 17.8005])",0.9808375
echtgenote,rietje,1.4,N,"tensor([19.5175, -0.5509, 39.7832,  ..., 24.9588, 12.8135, 20.2181])","tensor([19.9460, -0.2605, 26.1613,  ..., 17.2712, 10.4818, 13.4040])",0.9934932
gat,vrouw,1.21,N,"tensor([15.7694, -0.3420, 36.8235,  ..., 22.4637, 12.7463, 17.7678])","tensor([21.6145, -0.1429, 25.1298,  ..., 14.1508, 10.6355, 12.2193])",0.98689616
student,president,1.28,N,"tensor([38.3787, -0.4278, 46.2946,  ..., 26.6873, 16.0045, 23.4016])","tensor([18.7577, -0.4344, 38.6075,  ..., 22.6127, 13.6182, 19.2667])",0.9968351
bad,vrouw,1.61,N,"tensor([30.8544, -0.2464, 37.9788,  ..., 22.7768, 13.1851, 19.0977])","tensor([21.6145, -0.1429, 25.1298,  ..., 14.1508, 10.6355, 12.2193])",0.99083817
mensen,cent,1.05,N,"tensor([37.6216, -0.3536, 45.1643,  ..., 25.7870, 15.5461, 22.5821])","tensor([17.9707, -0.1274, 22.7186,  ..., 12.5009, 10.1873, 10.7017])",0.98000807
formule,logaritme,3.99,N,"tensor([25.4637, -0.2241, 35.5753,  ..., 20.5286, 11.7663, 17.6313])","tensor([16.9863, -0.2443, 24.4225,  ..., 16.0186,  9.9225, 12.6066])",0.9889555
vrouw,bont,1.74,N,"tensor([21.6145, -0.1429, 25.1298,  ..., 14.1508, 10.6355, 12.2193])","tensor([18.8009, -0.2421, 26.6248,  ..., 16.2270, 10.9361, 12.9053])",0.9915621
appel,zonneschijn,1.69,N,"tensor([21.5004, -0.5343, 44.9585,  ..., 25.2443, 15.3669, 22.0832])","tensor([21.2764, -0.3581, 33.6895,  ..., 19.6129, 12.8619, 17.0337])",0.9949214
pistool,dageraad,1.0,N,"tensor([16.9340, -0.0880, 19.8658,  ..., 11.7478, 10.1052,  9.5324])","tensor([19.0161, -0.1999, 24.7625,  ..., 13.8434, 11.2717, 12.0878])",0.9867725
maaltijd,staart,0.49,N,"tensor([22.7490, -0.3985, 44.8327,  ..., 26.5764, 15.2399, 22.1028])","tensor([17.0469, -0.2101, 24.6074,  ..., 15.5643, 10.2084, 12.2024])",0.9910384
camera,president,1.69,N,"tensor([33.5512, -0.3051, 41.1181,  ..., 24.7025, 14.5795, 21.0609])","tensor([18.7577, -0.4344, 38.6075,  ..., 22.6127, 13.6182, 19.2667])",0.9956563
likeur,muziekgroep,0.85,N,"tensor([18.9803, -0.1258, 22.5966,  ..., 14.7849,  9.2118, 11.3652])","tensor([24.6190, -0.5938, 38.1138,  ..., 22.1434, 14.2677, 20.1111])",0.99052274
buik,ader,2.26,N,"tensor([18.6574, -0.2833, 26.8131,  ..., 17.5596, 10.2860, 13.5761])","tensor([18.2931, -0.2769, 34.5048,  ..., 19.6362, 13.1056, 16.8738])",0.99362624
pistool,bont,0.99,N,"tensor([16.9340, -0.0880, 19.8658,  ..., 11.7478, 10.1052,  9.5324])","tensor([18.8009, -0.2421, 26.6248,  ..., 16.2270, 10.9361, 12.9053])",0.9894424
bank,honkbal,1.7,N,"tensor([36.6349, -0.3752, 44.5658,  ..., 24.5102, 15.2255, 22.2576])","tensor([20.3238, -0.2270, 28.5545,  ..., 18.5689, 11.4646, 14.7007])",0.99052423
arbeider,camera,0.88,N,"tensor([36.5133, -0.3959, 43.9819,  ..., 27.4174, 15.5190, 22.7729])","tensor([33.5512, -0.3051, 41.1181,  ..., 24.7025, 14.5795, 21.0609])",0.997454
dek,muis,1.03,N,"tensor([23.1285, -0.2704, 31.4705,  ..., 20.0329, 12.4995, 16.0101])","tensor([18.0063, -0.2521, 25.1811,  ..., 16.4689, 11.5157, 12.4477])",0.992435
rijst,jongen,0.87,N,"tensor([20.9827, -0.2729, 29.4337,  ..., 19.0142, 11.0280, 14.9161])","tensor([20.2600, -0.3505, 27.8980,  ..., 18.3563, 12.0481, 14.3791])",0.9869932
mensen,pistool,1.25,N,"tensor([37.6216, -0.3536, 45.1643,  ..., 25.7870, 15.5461, 22.5821])","tensor([16.9340, -0.0880, 19.8658,  ..., 11.7478, 10.1052,  9.5324])",0.97534686
